Experiment,Size of the batches,Type of the shipping box,Cycle time factor,Number of the operators,Type of the quality check,Percentage of the quality check,Overshooting,Elapsed time,Used rods,Used raw bases,Used pins,Outcome - All,Outcome - OK,Outcome - NOK,Used retail boxes,Used shipper boxes,Used pallets,Reached the required amount,Difference from the required - OK,Difference from the required - All,Used electricity - T100,Used electricity - T200,Used electricity - T800,Income,Outgo,Profit,Machine T100 - Waiting for MU,Machine T100 - Processing,Machine T100 - Failed,Machine T100 - Setting up,Machine T200 - Waiting for MU,Machine T200 - Processing,Machine T200 - Failed,Machine T200 - Setting up,Machine T800 - Waiting for MU,Machine T800 - Processing,Machine T800 - Failed,Machine T800 - Setting up,Operator 01 - Waiting for job,Operator 01 - On the way,Operator 01 - Processing,Operator 01 - Repairing,Operator 01 - Setting up,Operator 01 - Inspectioning,Operator 02 - Waiting for job,Operator 02 - On the way,Operator 02 - Processing,Operator 02 - Repairing,Operator 02 - Setting up,Operator 02 - Inspectioning,Operator 03 - Waiting for job,Operator 03 - On the way,Operator 03 - Processing,Operator 03 - Repairing,Operator 03 - Setting up,Operator 03 - Inspectioning,Robot 01 - Free,Robot 01 - Moving,Robot 01 - Waiting during task,Robot 01 - Processing,Robot 01 - Exchanging,Robot 01 - Taking down,Robot 01 - Picking up,Robot 02 - Free,Robot 02 - Moving,Robot 02 - Waiting during task,Robot 02 - Processing,Robot 02 - Exchanging,Robot 02 - Taking down,Robot 02 - Picking up
Exp 1589,1,3,-0.1,1,1,0.2,0.0,11:58:23,375,1000,3000,983,883,100,983,33,5,99,-117,-17,50.38,40.69,53.69,4698.74,16091.56,-11392.82,17120.548,23400.000,2559.452,0.000,16403.952,18900.000,2166.048,5610.000,16034.877,24942.000,2103.123,0.000,10194.181,15301.910,7449.000,4524.909,5610.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19488.000,15728.000,0.000,0.000,0.000,3932.000,3932.000,42136.842,748.158,0.000,0.000,0.000,99.000,96.000
Exp 3185,2,2,0.0,1,1,0.8,0.0,09:33:41,375,1000,3000,899,882,17,899,38,3,99,-118,-101,52.36,42.24,58.83,4297.22,15694.58,-11397.36,6812.885,26000.000,1567.115,0.000,10241.289,20976.000,1302.711,1860.000,3696.584,29214.000,1469.416,0.000,16749.267,7614.836,4787.000,3368.897,1860.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12806.735,14382.000,0.000,0.000,0.000,3596.000,3595.265,33307.000,851.000,0.000,0.000,0.000,111.000,111.000
Exp 3905,2,3,0.0,1,1,0.8,0.0,09:33:41,375,1000,3000,899,882,17,899,30,4,99,-118,-101,52.36,42.24,58.83,4297.22,15700.24,-11403.02,6812.885,26000.000,1567.115,0.000,10241.289,20976.000,1302.711,1860.000,3696.584,29214.000,1469.416,0.000,16749.267,7614.836,4787.000,3368.897,1860.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12806.735,14382.000,0.000,0.000,0.000,3596.000,3595.265,33539.000,667.000,0.000,0.000,0.000,87.000,87.000
Exp 2465,2,1,0.0,1,1,0.8,0.0,09:33:41,375,1000,3000,899,882,17,899,50,3,99,-118,-101,52.36,42.24,58.83,4297.22,15708.14,-11410.92,6812.885,26000.000,1567.115,0.000,10241.289,20976.000,1302.711,1860.000,3696.584,29214.000,1469.416,0.000,16749.267,7614.836,4787.000,3368.897,1860.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12806.735,14382.000,0.000,0.000,0.000,3596.000,3595.265,32959.000,1127.000,0.000,0.000,0.000,147.000,147.000
Exp 0941,1,2,-0.1,2,2,0.2,0.0,09:14:38,375,1000,3000,974,883,91,974,41,3,99,-117,-26,50.38,40.69,53.14,4655.72,16120.03,-11464.31,7810.325,23400.000,2029.675,0.000,6972.927,18900.000,1757.073,5610.000,6983.030,24684.600,1572.370,0.000,13666.718,8173.131,4026.000,2782.951,1095.000,3496.200,17944.798,4398.644,3423.000,1741.958,4515.000,1216.600,0.000,0.000,0.000,0.000,0.000,0.000,9864.000,15584.000,0.000,0.000,0.000,3896.000,3896.000,32079.389,920.611,0.000,0.000,0.000,120.000,120.000
Exp 3289,2,2,0.0,3,2,0.0,0.0,08:26:51,375,1000,3000,984,884,100,984,41,3,99,-116,-16,52.36,42.24,53.51,4703.52,16172.60,-11469.08,3023.222,26000.000,1336.778,0.000,6298.563,20976.000,1225.437,1860.000,2525.294,26568.000,1266.706,0.000,20142.391,5055.992,3070.000,2091.617,0.000,0.000,25070.970,1527.664,1390.000,976.366,1395.000,0.000,28915.514,351.571,327.000,300.914,465.000,0.000,6756.857,15735.143,0.000,0.000,0.000,3934.000,3934.000,29200.000,920.000,0.000,0.000,0.000,120.000,120.000
Exp 0989,1,2,-0.1,3,2,0.2,0.0,08:33:17,375,1000,3000,976,884,92,976,41,3,99,-116,-24,50.38,40.69,53.28,4665.28,16134.45,-11469.17,5374.835,23400.000,2005.165,0.000,4559.162,18900.000,1710.838,5610.000,4484.124,24747.900,1547.976,0.000,14210.201,7246.115,3398.000,2346.884,105.000,3473.800,18646.872,2969.395,2769.000,1482.134,4125.000,787.600,24972.006,2011.502,1290.000,695.892,1380.000,430.600,7356.000,15616.000,0.000,0.000,0.000,3904.000,3904.000,29598.846,938.154,0.000,0.000,0.000,123.000,120.000
Exp 0221,1,1,-0.1,2,2,0.2,0.0,09:14:38,375,1000,3000,974,883,91,974,55,3,99,-117,-26,50.38,40.69,53.14,4655.72,16136.25,-11480.53,7810.325,23400.000,2029.675,0.000,6972.927,18900.000,1757.073,5610.000,6983.030,24684.600,1572.370,0.000,13666.718,8173.131,4026.000,2782.951,1095.000,3496.200,17944.798,4398.644,3423.000,1741.958,4515.000,1216.600,0.000,0.000,0.000,0.000,0.000,0.000,9864.000,15584.000,0.000,0.000,0.000,3896.000,3896.000,31673.389,1242.611,0.000,0.000,0.000,162.000,162.000
Exp 2569,2,1,0.0,3,2,0.0,0.0,08:26:51,375,1000,3000,984,884,100,984,55,3,99,-116,-16,52.36,42.24,53.51,4703.52,16188.82,-11485.30,3023.222,26000.000,1336.778,0.000,6298.563,20976.000,1225.437,1860.000,2525.294,26568.000,1266.706,0.000,20142.391,5055.992,3070.000,2091.617,0.000,0.000,25070.970,1527.664,1390.000,976.366,1395.000,0.000,28915.514,351.571,327.000,300.914,465.000,0.000,6756.857,15735.143,0.000,0.000,0.000,3934.000,3934.000,28794.000,1242.000,0.000,0.000,0.000,162.000,162.000
Exp 0269,1,1,-0.1,3,2,0.2,0.0,08:33:17,375,1000,3000,976,884,92,976,55,3,99,-116,-24,50.38,40.69,53.28,4665.28,16150.67,-11485.39,5374.835,23400.000,2005.165,0.000,4559.162,18900.000,1710.838,5610.000,4484.124,24747.900,1547.976,0.000,14210.201,7246.115,3398.000,2346.884,105.000,3473.800,18646.872,2969.395,2769.000,1482.134,4125.000,787.600,24972.006,2011.502,1290.000,695.892,1380.000,430.600,7356.000,15616.000,0.000,0.000,0.000,3904.000,3904.000,29192.846,1260.154,0.000,0.000,0.000,165.000,162.000
Exp 1661,1,3,-0.1,2,2,0.2,0.0,09:14:38,375,1000,3000,974,883,91,974,33,5,99,-117,-26,50.38,40.69,53.14,4655.72,16141.96,-11486.24,7810.325,23400.000,2029.675,0.000,6972.927,18900.000,1757.073,5610.000,6983.030,24684.600,1572.370,0.000,13666.718,8173.131,4026.000,2782.951,1095.000,3496.200,17944.798,4398.644,3423.000,1741.958,4515.000,1216.600,0.000,0.000,0.000,0.000,0.000,0.000,9864.000,15584.000,0.000,0.000,0.000,3896.000,3896.000,32311.389,736.611,0.000,0.000,0.000,96.000,96.000
Exp 4009,2,3,0.0,3,2,0.0,0.0,08:26:51,375,1000,3000,984,884,100,984,33,5,99,-116,-16,52.36,42.24,53.51,4703.52,16194.53,-11491.01,3023.222,26000.000,1336.778,0.000,6298.563,20976.000,1225.437,1860.000,2525.294,26568.000,1266.706,0.000,20142.391,5055.992,3070.000,2091.617,0.000,0.000,25070.970,1527.664,1390.000,976.366,1395.000,0.000,28915.514,351.571,327.000,300.914,465.000,0.000,6756.857,15735.143,0.000,0.000,0.000,3934.000,3934.000,29432.000,736.000,0.000,0.000,0.000,96.000,96.000
Exp 1709,1,3,-0.1,3,2,0.2,0.0,08:33:17,375,1000,3000,976,884,92,976,33,5,99,-116,-24,50.38,40.69,53.28,4665.28,16156.38,-11491.10,5374.835,23400.000,2005.165,0.000,4559.162,18900.000,1710.838,5610.000,4484.124,24747.900,1547.976,0.000,14210.201,7246.115,3398.000,2346.884,105.000,3473.800,18646.872,2969.395,2769.000,1482.134,4125.000,787.600,24972.006,2011.502,1290.000,695.892,1380.000,430.600,7356.000,15616.000,0.000,0.000,0.000,3904.000,3904.000,29830.846,754.154,0.000,0.000,0.000,99.000,96.000
Exp 5121,3,2,-0.2,2,2,0.4,0.0,07:40:39,375,1000,3000,940,882,58,940,40,3,99,-118,-60,47.67,38.50,51.79,4493.20,15995.26,-11502.06,4395.876,20800.000,2404.124,0.000,7912.567,16800.000,1777.433,1110.000,3122.473,22599.000,1878.527,0.000,11795.864,3457.776,2483.000,3348.360,300.000,6215.000,18240.479,2381.068,1774.000,1587.053,810.000,2807.400,0.000,0.000,0.000,0.000,0.000,0.000,5040.882,15039.118,0.000,0.000,0.000,3760.000,3760.000,26469.000,897.000,0.000,0.000,0.000,117.000,117.000
Exp 5841,3,3,-0.2,2,2,0.4,0.0,07:40:39,375,1000,3000,940,882,58,940,32,4,99,-118,-60,47.67,38.50,51.79,4493.20,16001.10,-11507.90,4395.876,20800.000,2404.124,0.000,7912.567,16800.000,1777.433,1110.000,3122.473,22599.000,1878.527,0.000,11795.864,3457.776,2483.000,3348.360,300.000,6215.000,18240.479,2381.068,1774.000,1587.053,810.000,2807.400,0.000,0.000,0.000,0.000,0.000,0.000,5040.882,15039.118,0.000,0.000,0.000,3760.000,3760.000,26701.000,713.000,0.000,0.000,0.000,93.000,93.000
Exp 4401,3,1,-0.2,2,2,0.4,0.0,07:40:39,375,1000,3000,940,882,58,940,53,3,99,-118,-60,47.67,38.50,51.79,4493.20,16010.09,-11516.89,4395.876,20800.000,2404.124,0.000,7912.567,16800.000,1777.433,1110.000,3122.473,22599.000,1878.527,0.000,11795.864,3457.776,2483.000,3348.360,300.000,6215.000,18240.479,2381.068,1774.000,1587.053,810.000,2807.400,0.000,0.000,0.000,0.000,0.000,0.000,5040.882,15039.118,0.000,0.000,0.000,3760.000,3760.000,26092.000,1196.000,0.000,0.000,0.000,156.000,156.000
Exp 5237,3,2,-0.1,2,1,0.2,0.0,08:04:27,375,1000,3000,973,882,91,973,41,3,99,-118,-27,50.38,40.69,53.78,4650.94,16183.63,-11532.69,3707.223,23400.000,1932.777,0.000,7429.898,18900.000,1600.102,1110.000,2474.514,24984.000,1581.486,0.000,18632.508,4038.546,2987.000,3276.946,105.000,0.000,24115.135,1417.902,1254.000,1247.963,1005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5688.000,15568.000,0.000,0.000,0.000,3892.000,3892.000,27868.153,928.847,0.000,0.000,0.000,123.000,120.000
Exp 0981,1,2,-0.1,3,1,1.0,0.0,09:01:13,375,1000,3000,883,883,0,883,37,3,99,-117,-117,50.38,40.69,59.53,4220.74,15767.06,-11546.32,7098.316,23400.000,1961.684,0.000,6235.840,18900.000,1714.160,5610.000,3300.609,27651.000,1508.391,0.000,18420.448,7499.145,3358.000,3047.407,135.000,0.000,21890.336,3192.720,2688.000,908.943,3780.000,0.000,27081.081,1728.360,1387.000,568.559,1695.000,0.000,11268.000,14128.000,0.000,0.000,0.000,3532.000,3532.000,31390.582,847.418,0.000,0.000,0.000,111.000,111.000
Exp 4517,3,1,-0.1,2,1,0.2,0.0,08:04:29,375,1000,3000,973,882,91,973,55,3,99,-118,-27,50.38,40.69,53.78,4650.94,16199.87,-11548.93,3707.223,23400.000,1932.777,0.000,7429.898,18900.000,1600.102,1110.000,2474.514,24984.000,1581.486,0.000,18632.508,4038.546,2987.000,3276.946,105.000,0.000,24115.135,1417.902,1254.000,1247.963,1005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5688.000,15568.000,0.000,0.000,0.000,3892.000,3892.000,27464.853,1250.000,0.000,0.000,0.000,163.147,162.000
Exp 3241,2,2,0.0,2,2,0.0,0.0,08:27:36,375,1000,3000,984,882,102,984,41,3,99,-118,-16,52.36,42.24,53.51,4703.52,16253.76,-11550.24,3054.959,26000.000,1365.041,0.000,6359.143,20976.000,1224.857,1860.000,2562.303,26568.000,1289.697,0.000,19204.976,5294.852,3283.000,2427.172,210.000,0.000,24754.532,1569.743,1504.000,941.725,1650.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6804.000,15744.000,0.000,0.000,0.000,3936.000,3936.000,29257.373,922.627,0.000,0.000,0.000,120.000,120.000
Exp 5285,3,2,-0.1,3,1,0.2,0.0,08:01:29,375,1000,3000,982,883,99,982,41,3,99,-117,-18,50.38,40.69,53.67,4693.96,16245.90,-11551.94,3580.322,23400.000,1879.678,0.000,7270.718,18900.000,1579.282,1110.000,2360.379,24930.000,1569.621,0.000,18987.232,3697.881,2911.000,3263.888,0.000,0.000,24431.146,1377.908,1060.000,1090.946,900.000,0.000,27911.112,298.813,270.000,170.075,210.000,0.000,5292.000,15712.000,0.000,0.000,0.000,3928.000,3928.000,27690.915,928.000,0.000,0.000,0.000,121.085,120.000
Exp 1701,1,3,-0.1,3,1,1.0,0.0,09:01:13,375,1000,3000,883,883,0,883,30,4,99,-117,-117,50.38,40.69,59.53,4220.74,15774.35,-11553.61,7098.316,23400.000,1961.684,0.000,6235.840,18900.000,1714.160,5610.000,3300.609,27651.000,1508.391,0.000,18420.448,7499.145,3358.000,3047.407,135.000,0.000,21890.336,3192.720,2688.000,908.943,3780.000,0.000,27081.081,1728.360,1387.000,568.559,1695.000,0.000,11268.000,14128.000,0.000,0.000,0.000,3532.000,3532.000,31593.582,686.418,0.000,0.000,0.000,90.000,90.000
Exp 5957,3,3,-0.1,2,1,0.2,0.0,08:04:27,375,1000,3000,973,882,91,973,33,5,99,-118,-27,50.38,40.69,53.78,4650.94,16205.56,-11554.62,3707.223,23400.000,1932.777,0.000,7429.898,18900.000,1600.102,1110.000,2474.514,24984.000,1581.486,0.000,18632.508,4038.546,2987.000,3276.946,105.000,0.000,24115.135,1417.902,1254.000,1247.963,1005.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5688.000,15568.000,0.000,0.000,0.000,3892.000,3892.000,28100.153,744.847,0.000,0.000,0.000,99.000,96.000
Exp 5305,3,2,-0.1,3,2,0.0,0.0,08:01:29,375,1000,3000,1000,883,117,1000,42,3,99,-117,0,50.38,40.69,52.31,4780.00,16341.46,-11561.46,3551.674,23400.000,1908.326,0.000,7275.377,18900.000,1574.623,1110.000,2976.302,24300.000,1583.698,0.000,19000.682,3682.308,2836.000,3326.010,15.000,0.000,24420.096,1372.428,1138.000,1044.476,885.000,0.000,27847.447,381.130,267.000,154.423,210.000,0.000,4860.000,16000.000,0.000,0.000,0.000,4000.000,4000.000,27661.118,951.000,0.000,0.000,0.000,124.882,123.000
Exp 0261,1,1,-0.1,3,1,1.0,0.0,09:01:16,375,1000,3000,883,883,0,883,50,3,99,-117,-117,50.38,40.69,59.53,4220.74,15782.28,-11561.54,7098.316,23400.000,1961.684,0.000,6235.840,18900.000,1714.160,5610.000,3300.609,27651.000,1508.391,0.000,18420.448,7499.145,3358.000,3047.407,135.000,0.000,21890.336,3192.720,2688.000,908.943,3780.000,0.000,27081.081,1728.360,1387.000,568.559,1695.000,0.000,11268.000,14128.000,0.000,0.000,0.000,3532.000,3532.000,31016.282,1146.000,0.000,0.000,0.000,150.000,147.718
Exp 2521,2,1,0.0,2,2,0.0,0.0,08:27:36,375,1000,3000,984,882,102,984,55,3,99,-118,-16,52.36,42.24,53.51,4703.52,16269.98,-11566.46,3054.959,26000.000,1365.041,0.000,6359.143,20976.000,1224.857,1860.000,2562.303,26568.000,1289.697,0.000,19204.976,5294.852,3283.000,2427.172,210.000,0.000,24754.532,1569.743,1504.000,941.725,1650.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6804.000,15744.000,0.000,0.000,0.000,3936.000,3936.000,28851.373,1244.627,0.000,0.000,0.000,162.000,162.000
Exp 4565,3,1,-0.1,3,1,0.2,0.0,08:01:29,375,1000,3000,982,883,99,982,55,3,99,-117,-18,50.38,40.69,53.67,4693.96,16262.12,-11568.16,3580.322,23400.000,1879.678,0.000,7270.718,18900.000,1579.282,1110.000,2360.379,24930.000,1569.621,0.000,18987.232,3697.881,2911.000,3263.888,0.000,0.000,24431.146,1377.908,1060.000,1090.946,900.000,0.000,27911.112,298.813,270.000,170.075,210.000,0.000,5292.000,15712.000,0.000,0.000,0.000,3928.000,3928.000,27284.915,1250.000,0.000,0.000,0.000,163.085,162.000
Exp 3961,2,3,0.0,2,2,0.0,0.0,08:27:36,375,1000,3000,984,882,102,984,33,5,99,-118,-16,52.36,42.24,53.51,4703.52,16275.69,-11572.17,3054.959,26000.000,1365.041,0.000,6359.143,20976.000,1224.857,1860.000,2562.303,26568.000,1289.697,0.000,19204.976,5294.852,3283.000,2427.172,210.000,0.000,24754.532,1569.743,1504.000,941.725,1650.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6804.000,15744.000,0.000,0.000,0.000,3936.000,3936.000,29489.373,738.627,0.000,0.000,0.000,96.000,96.000
Exp 0965,1,2,-0.1,3,1,0.2,0.0,08:29:44,375,1000,3000,980,883,97,980,41,3,99,-117,-20,50.38,40.69,53.62,4684.40,16256.59,-11572.19,5156.285,23400.000,1983.715,0.000,4326.601,18900.000,1703.399,5610.000,4080.048,24906.000,1553.952,0.000,16211.260,7683.146,3601.000,2894.593,150.000,0.000,20404.066,2485.562,2695.000,680.372,4275.000,0.000,25428.871,1823.186,1153.000,949.943,1185.000,0.000,7025.439,15676.561,0.000,0.000,0.000,3920.000,3918.000,29380.000,920.000,0.000,0.000,0.000,120.000,120.000
Exp 0912,1,2,-0.1,1,2,1.0,0.3,23:09:27,488,1300,3900,1223,1223,0,1223,51,4,1,223,223,65.49,52.93,74.03,5845.94,17419.39,-11573.45,48115.671,30420.000,4804.329,0.000,48330.397,24588.000,3116.603,7305.000,45252.532,34387.800,3699.668,0.000,11445.846,19755.530,9674.000,5494.824,7305.000,29664.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53988.000,19568.000,0.000,0.000,0.000,4892.000,4892.000,81878.898,1158.102,0.000,0.000,0.000,153.000,150.000
Exp 6005,3,3,-0.1,3,1,0.2,0.0,08:01:29,375,1000,3000,982,883,99,982,33,5,99,-117,-18,50.38,40.69,53.67,4693.96,16267.83,-11573.87,3580.322,23400.000,1879.678,0.000,7270.718,18900.000,1579.282,1110.000,2360.379,24930.000,1569.621,0.000,18987.232,3697.881,2911.000,3263.888,0.000,0.000,24431.146,1377.908,1060.000,1090.946,900.000,0.000,27911.112,298.813,270.000,170.075,210.000,0.000,5292.000,15712.000,0.000,0.000,0.000,3928.000,3928.000,27922.915,744.000,0.000,0.000,0.000,97.085,96.000
Exp 0192,1,1,-0.1,1,2,1.0,0.3,23:09:27,488,1300,3900,1223,1223,0,1223,68,3,1,223,223,65.49,52.93,74.03,5845.94,17422.94,-11577.00,48115.671,30420.000,4804.329,0.000,48330.397,24588.000,3116.603,7305.000,45252.532,34387.800,3699.668,0.000,11445.846,19755.530,9674.000,5494.824,7305.000,29664.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53988.000,19568.000,0.000,0.000,0.000,4892.000,4892.000,81385.898,1549.102,0.000,0.000,0.000,204.000,201.000
Exp 4585,3,1,-0.1,3,2,0.0,0.0,08:01:31,375,1000,3000,1000,883,117,1000,56,3,99,-117,0,50.38,40.69,52.31,4780.00,16357.59,-11577.59,3551.674,23400.000,1908.326,0.000,7275.377,18900.000,1574.623,1110.000,2976.302,24300.000,1583.698,0.000,19000.682,3682.308,2836.000,3326.010,15.000,0.000,24420.096,1372.428,1138.000,1044.476,885.000,0.000,27847.447,381.130,267.000,154.423,210.000,0.000,4860.000,16000.000,0.000,0.000,0.000,4000.000,4000.000,27257.518,1272.482,0.000,0.000,0.000,165.000,165.000
Exp 6025,3,3,-0.1,3,2,0.0,0.0,08:01:30,375,1000,3000,1000,883,117,1000,34,5,99,-117,0,50.38,40.69,52.31,4780.00,16363.51,-11583.51,3551.674,23400.000,1908.326,0.000,7275.377,18900.000,1574.623,1110.000,2976.302,24300.000,1583.698,0.000,19000.682,3682.308,2836.000,3326.010,15.000,0.000,24420.096,1372.428,1138.000,1044.476,885.000,0.000,27847.447,381.130,267.000,154.423,210.000,0.000,4860.000,16000.000,0.000,0.000,0.000,4000.000,4000.000,27894.918,767.000,0.000,0.000,0.000,99.082,99.000
Exp 0245,1,1,-0.1,3,1,0.2,0.0,08:29:44,375,1000,3000,980,883,97,980,55,3,99,-117,-20,50.38,40.69,53.62,4684.40,16272.81,-11588.41,5156.285,23400.000,1983.715,0.000,4326.601,18900.000,1703.399,5610.000,4080.048,24906.000,1553.952,0.000,16211.260,7683.146,3601.000,2894.593,150.000,0.000,20404.066,2485.562,2695.000,680.372,4275.000,0.000,25428.871,1823.186,1153.000,949.943,1185.000,0.000,7025.439,15676.561,0.000,0.000,0.000,3920.000,3918.000,28974.000,1242.000,0.000,0.000,0.000,162.000,162.000
Exp 1632,1,3,-0.1,1,2,1.0,0.3,23:09:27,488,1300,3900,1223,1223,0,1223,41,6,1,223,223,65.49,52.93,74.03,5845.94,17438.78,-11592.84,48115.671,30420.000,4804.329,0.000,48330.397,24588.000,3116.603,7305.000,45252.532,34387.800,3699.668,0.000,11445.846,19755.530,9674.000,5494.824,7305.000,29664.800,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,53988.000,19568.000,0.000,0.000,0.000,4892.000,4892.000,82168.898,928.102,0.000,0.000,0.000,123.000,120.000
Exp 1685,1,3,-0.1,3,1,0.2,0.0,08:29:44,375,1000,3000,980,883,97,980,33,5,99,-117,-20,50.38,40.69,53.62,4684.40,16278.52,-11594.12,5156.285,23400.000,1983.715,0.000,4326.601,18900.000,1703.399,5610.000,4080.048,24906.000,1553.952,0.000,16211.260,7683.146,3601.000,2894.593,150.000,0.000,20404.066,2485.562,2695.000,680.372,4275.000,0.000,25428.871,1823.186,1153.000,949.943,1185.000,0.000,7025.439,15676.561,0.000,0.000,0.000,3920.000,3918.000,29612.000,736.000,0.000,0.000,0.000,96.000,96.000
Exp 5289,3,2,-0.1,3,1,0.4,0.0,08:05:18,375,1000,3000,958,882,76,958,40,3,99,-118,-42,50.38,40.69,55.06,4579.24,16225.51,-11646.27,3770.102,23400.000,1929.898,0.000,7474.548,18900.000,1615.452,1110.000,1920.044,25578.000,1601.956,0.000,19294.321,3895.064,2842.000,3053.615,15.000,0.000,24626.900,1328.504,1139.000,1105.596,900.000,0.000,27921.062,358.241,260.000,365.698,195.000,0.000,6108.000,15328.000,0.000,0.000,0.000,3832.000,3832.000,27948.320,914.680,0.000,0.000,0.000,120.000,117.000
Exp 6009,3,3,-0.1,3,1,0.4,0.0,08:05:18,375,1000,3000,958,882,76,958,32,4,99,-118,-42,50.38,40.69,55.06,4579.24,16231.35,-11652.11,3770.102,23400.000,1929.898,0.000,7474.548,18900.000,1615.452,1110.000,1920.044,25578.000,1601.956,0.000,19294.321,3895.064,2842.000,3053.615,15.000,0.000,24626.900,1328.504,1139.000,1105.596,900.000,0.000,27921.062,358.241,260.000,365.698,195.000,0.000,6108.000,15328.000,0.000,0.000,0.000,3832.000,3832.000,28180.320,730.680,0.000,0.000,0.000,96.000,93.000
Exp 3285,2,2,0.0,3,1,1.0,0.0,09:13:20,375,1000,3000,882,882,0,882,37,3,99,-118,-118,52.36,42.24,60.07,4215.96,15875.79,-11659.83,5821.651,26000.000,1358.349,0.000,9106.809,20976.000,1237.191,1860.000,2114.095,29826.000,1239.905,0.000,22541.094,4930.087,2949.000,2714.818,45.000,0.000,28084.082,1614.762,1469.000,617.157,1395.000,0.000,31981.186,388.892,353.000,36.922,420.000,0.000,12012.000,14112.000,0.000,0.000,0.000,3528.000,3528.000,32117.272,843.728,0.000,0.000,0.000,111.000,108.000
Exp 4569,3,1,-0.1,3,1,0.4,0.0,08:05:20,375,1000,3000,958,882,76,958,54,3,99,-118,-42,50.38,40.69,55.06,4579.24,16241.87,-11662.63,3770.102,23400.000,1929.898,0.000,7474.548,18900.000,1615.452,1110.000,1920.044,25578.000,1601.956,0.000,19294.321,3895.064,2842.000,3053.615,15.000,0.000,24626.900,1328.504,1139.000,1105.596,900.000,0.000,27921.062,358.241,260.000,365.698,195.000,0.000,6108.000,15328.000,0.000,0.000,0.000,3832.000,3832.000,27544.120,1234.880,0.000,0.000,0.000,162.000,159.000
Exp 4005,2,3,0.0,3,1,1.0,0.0,09:13:20,375,1000,3000,882,882,0,882,30,4,99,-118,-118,52.36,42.24,60.07,4215.96,15883.08,-11667.12,5821.651,26000.000,1358.349,0.000,9106.809,20976.000,1237.191,1860.000,2114.095,29826.000,1239.905,0.000,22541.094,4930.087,2949.000,2714.818,45.000,0.000,28084.082,1614.762,1469.000,617.157,1395.000,0.000,31981.186,388.892,353.000,36.922,420.000,0.000,12012.000,14112.000,0.000,0.000,0.000,3528.000,3528.000,32320.272,682.728,0.000,0.000,0.000,90.000,87.000
Exp 2565,2,1,0.0,3,1,1.0,0.0,09:13:20,375,1000,3000,882,882,0,882,49,3,99,-118,-118,52.36,42.24,60.07,4215.96,15889.47,-11673.51,5821.651,26000.000,1358.349,0.000,9106.809,20976.000,1237.191,1860.000,2114.095,29826.000,1239.905,0.000,22541.094,4930.087,2949.000,2714.818,45.000,0.000,28084.082,1614.762,1469.000,617.157,1395.000,0.000,31981.186,388.892,353.000,36.922,420.000,0.000,12012.000,14112.000,0.000,0.000,0.000,3528.000,3528.000,31769.272,1119.728,0.000,0.000,0.000,147.000,144.000
Exp 3265,2,2,0.0,3,1,0.0,0.0,08:26:51,375,1000,3000,984,882,102,984,41,3,99,-118,-16,52.36,42.24,53.51,4703.52,16380.10,-11676.58,3023.222,26000.000,1336.778,0.000,6298.563,20976.000,1225.437,1860.000,2525.294,26568.000,1266.706,0.000,20142.391,5055.992,3070.000,2091.617,0.000,0.000,25070.970,1527.664,1390.000,976.366,1395.000,0.000,28915.514,351.571,327.000,300.914,465.000,0.000,6756.857,15735.143,0.000,0.000,0.000,3934.000,3934.000,29200.000,920.000,0.000,0.000,0.000,120.000,120.000
Exp 0985,1,2,-0.1,3,2,0.0,0.0,08:30:43,375,1000,3000,1000,882,118,1000,42,3,99,-118,0,50.38,40.69,52.31,4780.00,16467.14,-11687.14,5200.448,23400.000,1999.552,0.000,4388.471,18900.000,1701.529,5610.000,4761.338,24300.000,1538.662,0.000,15954.208,7722.699,3413.000,3360.092,150.000,0.000,20547.846,2580.046,2664.000,668.108,4140.000,0.000,25410.822,2000.469,1372.000,496.709,1320.000,0.000,6604.047,15997.953,0.000,0.000,0.000,4000.000,3998.000,29411.000,943.000,0.000,0.000,0.000,123.000,123.000
